@RELATION 5430eeed85_digits

@ATTRIBUTE pixel_0 NUMERIC
@ATTRIBUTE pixel_1 NUMERIC
@ATTRIBUTE pixel_2 NUMERIC
@ATTRIBUTE pixel_3 NUMERIC
@ATTRIBUTE pixel_4 NUMERIC
@ATTRIBUTE pixel_5 NUMERIC
@ATTRIBUTE pixel_6 NUMERIC
@ATTRIBUTE pixel_7 NUMERIC
@ATTRIBUTE pixel_8 NUMERIC
@ATTRIBUTE pixel_9 NUMERIC
@ATTRIBUTE pixel_10 NUMERIC
@ATTRIBUTE pixel_11 NUMERIC
@ATTRIBUTE pixel_12 NUMERIC
@ATTRIBUTE pixel_13 NUMERIC
@ATTRIBUTE pixel_14 NUMERIC
@ATTRIBUTE pixel_15 NUMERIC
@ATTRIBUTE pixel_16 NUMERIC
@ATTRIBUTE pixel_17 NUMERIC
@ATTRIBUTE pixel_18 NUMERIC
@ATTRIBUTE pixel_19 NUMERIC
@ATTRIBUTE pixel_20 NUMERIC
@ATTRIBUTE pixel_21 NUMERIC
@ATTRIBUTE pixel_22 NUMERIC
@ATTRIBUTE pixel_23 NUMERIC
@ATTRIBUTE pixel_24 NUMERIC
@ATTRIBUTE pixel_25 NUMERIC
@ATTRIBUTE pixel_26 NUMERIC
@ATTRIBUTE pixel_27 NUMERIC
@ATTRIBUTE pixel_28 NUMERIC
@ATTRIBUTE pixel_29 NUMERIC
@ATTRIBUTE pixel_30 NUMERIC
@ATTRIBUTE pixel_31 NUMERIC
@ATTRIBUTE pixel_32 NUMERIC
@ATTRIBUTE pixel_33 NUMERIC
@ATTRIBUTE pixel_34 NUMERIC
@ATTRIBUTE pixel_35 NUMERIC
@ATTRIBUTE pixel_36 NUMERIC
@ATTRIBUTE pixel_37 NUMERIC
@ATTRIBUTE pixel_38 NUMERIC
@ATTRIBUTE pixel_39 NUMERIC
@ATTRIBUTE pixel_40 NUMERIC
@ATTRIBUTE pixel_41 NUMERIC
@ATTRIBUTE pixel_42 NUMERIC
@ATTRIBUTE pixel_43 NUMERIC
@ATTRIBUTE pixel_44 NUMERIC
@ATTRIBUTE pixel_45 NUMERIC
@ATTRIBUTE pixel_46 NUMERIC
@ATTRIBUTE pixel_47 NUMERIC
@ATTRIBUTE pixel_48 NUMERIC
@ATTRIBUTE pixel_49 NUMERIC
@ATTRIBUTE pixel_50 NUMERIC
@ATTRIBUTE pixel_51 NUMERIC
@ATTRIBUTE pixel_52 NUMERIC
@ATTRIBUTE pixel_53 NUMERIC
@ATTRIBUTE pixel_54 NUMERIC
@ATTRIBUTE pixel_55 NUMERIC
@ATTRIBUTE pixel_56 NUMERIC
@ATTRIBUTE pixel_57 NUMERIC
@ATTRIBUTE pixel_58 NUMERIC
@ATTRIBUTE pixel_59 NUMERIC
@ATTRIBUTE pixel_60 NUMERIC
@ATTRIBUTE pixel_61 NUMERIC
@ATTRIBUTE pixel_62 NUMERIC
@ATTRIBUTE pixel_63 NUMERIC
@ATTRIBUTE target NUMERIC

@DATA
0.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,1.0,12.0,16.0,11.0,0.0,0.0,0.0,2.0,12.0,16.0,16.0,10.0,0.0,0.0,0.0,6.0,11.0,5.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,8.0,0.0,0.0,1.0
0.0,0.0,0.0,9.0,15.0,12.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,4.0,9.0,8.0,10.0,13.0,1.0,0.0,0.0,4.0,16.0,15.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,7.0
0.0,0.0,9.0,16.0,16.0,16.0,5.0,0.0,0.0,1.0,14.0,10.0,8.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,3.0,0.0,0.0,3.0,8.0,11.0,15.0,16.0,11.0,0.0,0.0,8.0,16.0,16.0,15.0,11.0,3.0,0.0,0.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,9.0,16.0,13.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,4.0,8.0,11.0,15.0,12.0,0.0,0.0,0.0,11.0,14.0,12.0,8.0,0.0,0.0,3.0
0.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,14.0,2.0,0.0,0.0,6.0,16.0,11.0,8.0,8.0,3.0,0.0,0.0,5.0,16.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,14.0,14.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,13.0,0.0,0.0,0.0,0.0,4.0,14.0,16.0,9.0,0.0,0.0,0.0,10.0,16.0,11.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,6.0,0.0,0.0,1.0
0.0,0.0,2.0,15.0,13.0,3.0,0.0,0.0,0.0,0.0,10.0,15.0,11.0,15.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,10.0,0.0,0.0,0.0,4.0,16.0,8.0,0.0,3.0,8.0,0.0,0.0,8.0,14.0,3.0,0.0,4.0,8.0,0.0,0.0,3.0,15.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,14.0,11.0,6.0,14.0,5.0,0.0,0.0,0.0,4.0,12.0,15.0,6.0,0.0,0.0,0.0
0.0,0.0,1.0,15.0,13.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,14.0,8.0,0.0,0.0,0.0,8.0,12.0,9.0,2.0,13.0,2.0,0.0,0.0,7.0,9.0,1.0,0.0,6.0,6.0,0.0,0.0,5.0,9.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,15.0,2.0,0.0,8.0,12.0,0.0,0.0,0.0,9.0,15.0,13.0,16.0,6.0,0.0,0.0,0.0,0.0,13.0,14.0,8.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0,14.0,12.0,2.0,0.0,0.0,0.0,7.0,15.0,8.0,14.0,4.0,0.0,0.0,0.0,6.0,2.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,0.0,0.0,0.0,8.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,16.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,13.0,3.0,0.0,2.0
0.0,0.0,0.0,3.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,11.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,15.0,6.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,4.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,0.0,0.0,0.0,4.0,15.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,15.0,9.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,14.0,7.0,0.0,2.0
0.0,0.0,3.0,12.0,16.0,16.0,6.0,0.0,0.0,0.0,10.0,11.0,7.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,10.0,0.0,0.0,5.0,11.0,8.0,9.0,16.0,3.0,0.0,0.0,9.0,16.0,16.0,16.0,16.0,9.0,0.0,0.0,1.0,4.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,7.0
0.0,0.0,4.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,13.0,4.0,15.0,2.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,0.0,8.0,15.0,14.0,5.0,0.0,0.0,0.0,0.0,16.0,5.0,14.0,4.0,0.0,0.0,0.0,0.0,6.0,16.0,12.0,1.0,0.0,0.0,8.0
0.0,0.0,0.0,1.0,14.0,14.0,3.0,0.0,0.0,0.0,0.0,10.0,11.0,13.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,1.0,0.0,0.0,4.0,8.0,12.0,15.0,4.0,0.0,0.0,0.0,6.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,16.0,5.0,0.0,2.0
0.0,0.0,2.0,14.0,15.0,5.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,15.0,1.0,0.0,0.0,3.0,16.0,10.0,10.0,16.0,4.0,0.0,0.0,5.0,16.0,0.0,0.0,14.0,6.0,0.0,0.0,5.0,16.0,6.0,0.0,12.0,7.0,0.0,0.0,1.0,15.0,13.0,4.0,13.0,6.0,0.0,0.0,0.0,11.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,2.0,11.0,13.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,12.0,13.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,15.0,2.0,0.0,0.0,0.0,10.0,16.0,16.0,12.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,4.0,7.0,4.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,16.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,3.0,0.0,2.0
0.0,0.0,0.0,10.0,13.0,1.0,0.0,0.0,0.0,1.0,11.0,12.0,7.0,0.0,0.0,0.0,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,15.0,8.0,4.0,0.0,0.0,0.0,4.0,16.0,16.0,13.0,16.0,6.0,0.0,0.0,0.0,7.0,16.0,7.0,13.0,14.0,0.0,0.0,0.0,0.0,7.0,15.0,15.0,5.0,0.0,6.0
0.0,1.0,10.0,15.0,11.0,1.0,0.0,0.0,0.0,3.0,8.0,8.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,11.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,3.0,4.0,10.0,16.0,1.0,0.0,0.0,0.0,13.0,16.0,15.0,10.0,0.0,0.0,3.0
0.0,0.0,10.0,15.0,14.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,4.0,0.0,0.0,1.0,9.0,5.0,6.0,16.0,7.0,0.0,0.0,0.0,14.0,12.0,15.0,11.0,2.0,0.0,3.0
0.0,0.0,6.0,13.0,16.0,6.0,0.0,0.0,0.0,3.0,16.0,14.0,15.0,16.0,1.0,0.0,0.0,0.0,5.0,0.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,3.0,0.0,0.0,3.0,15.0,16.0,16.0,16.0,9.0,0.0,0.0,5.0,13.0,14.0,16.0,11.0,3.0,0.0,0.0,0.0,0.0,12.0,15.0,1.0,0.0,0.0,0.0,0.0,4.0,16.0,7.0,0.0,0.0,0.0,7.0
0.0,0.0,14.0,16.0,14.0,6.0,0.0,0.0,0.0,0.0,7.0,10.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,7.0,0.0,0.0,0.0,5.0,9.0,14.0,16.0,7.0,0.0,0.0,0.0,13.0,16.0,16.0,10.0,1.0,0.0,3.0
0.0,3.0,16.0,16.0,14.0,7.0,1.0,0.0,0.0,1.0,9.0,9.0,15.0,16.0,4.0,0.0,0.0,0.0,0.0,7.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,1.0,10.0,10.0,16.0,16.0,3.0,0.0,0.0,2.0,13.0,16.0,12.0,5.0,0.0,0.0,3.0
0.0,0.0,0.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,15.0,1.0,0.0,0.0,0.0,1.0,11.0,16.0,5.0,0.0,0.0,0.0,0.0,8.0,16.0,10.0,0.0,10.0,6.0,0.0,0.0,12.0,16.0,8.0,9.0,16.0,12.0,0.0,0.0,2.0,15.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,4.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,3.0,0.0,0.0,4.0
0.0,0.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,15.0,12.0,7.0,0.0,0.0,0.0,2.0,16.0,12.0,4.0,11.0,10.0,0.0,0.0,0.0,8.0,14.0,5.0,9.0,14.0,0.0,0.0,0.0,0.0,6.0,12.0,14.0,9.0,0.0,6.0
0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,10.0,1.0,0.0,0.0,7.0,16.0,12.0,12.0,16.0,4.0,0.0,0.0,0.0,9.0,15.0,12.0,5.0,0.0,6.0
0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,7.0,4.0,0.0,0.0,0.0,3.0,16.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,15.0,15.0,4.0,10.0,16.0,0.0,0.0,0.0,4.0,14.0,16.0,12.0,7.0,0.0,6.0
0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,3.0,14.0,10.0,0.0,2.0,0.0,0.0,0.0,10.0,16.0,5.0,7.0,15.0,1.0,0.0,0.0,2.0,11.0,15.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,7.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,4.0
0.0,0.0,6.0,12.0,13.0,6.0,0.0,0.0,0.0,6.0,16.0,9.0,12.0,16.0,2.0,0.0,0.0,7.0,16.0,9.0,15.0,13.0,0.0,0.0,0.0,0.0,11.0,15.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,9.0
0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,9.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,7.0,0.0,0.0,0.0,7.0,16.0,8.0,16.0,2.0,0.0,0.0,0.0,1.0,5.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,1.0
0.0,1.0,13.0,15.0,12.0,12.0,5.0,0.0,0.0,4.0,16.0,8.0,8.0,6.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,13.0,15.0,7.0,0.0,0.0,0.0,1.0,6.0,5.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,0.0,0.0,0.0,2.0,13.0,14.0,1.0,0.0,0.0,0.0,3.0,14.0,10.0,1.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,8.0,16.0,13.0,10.0,15.0,0.0,0.0,0.0,8.0,16.0,2.0,2.0,15.0,3.0,0.0,0.0,5.0,15.0,2.0,0.0,12.0,7.0,0.0,0.0,1.0,15.0,6.0,2.0,16.0,3.0,0.0,0.0,0.0,11.0,15.0,13.0,16.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,8.0,0.0,0.0,0.0
0.0,1.0,12.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,3.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,1.0,2.0,3.0,7.0,14.0,10.0,0.0,0.0,2.0,12.0,16.0,14.0,12.0,3.0,0.0,9.0
0.0,0.0,13.0,13.0,8.0,2.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,1.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,16.0,3.0,0.0,0.0,0.0,1.0,5.0,14.0,15.0,1.0,0.0,0.0,0.0,10.0,16.0,16.0,6.0,0.0,0.0,5.0
0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,7.0,16.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,16.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,9.0,0.0,2.0
0.0,3.0,5.0,14.0,13.0,6.0,0.0,0.0,0.0,9.0,16.0,12.0,10.0,12.0,0.0,0.0,0.0,6.0,16.0,3.0,12.0,11.0,0.0,0.0,0.0,1.0,13.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,5.0,0.0,0.0,8.0
0.0,0.0,0.0,0.0,11.0,15.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,8.0,14.0,16.0,12.0,0.0,0.0,0.0,0.0,5.0,10.0,16.0,6.0,0.0,0.0,1.0,7.0,11.0,16.0,13.0,0.0,0.0,0.0,9.0,16.0,16.0,14.0,1.0,0.0,0.0,0.0,3.0,8.0,14.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,12.0,0.0,2.0
0.0,0.0,10.0,12.0,10.0,0.0,0.0,0.0,0.0,3.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,7.0,15.0,3.0,8.0,13.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,14.0,1.0,0.0,0.0,8.0,12.0,0.0,0.0,7.0,8.0,0.0,0.0,5.0,13.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,14.0,8.0,0.0,10.0,8.0,0.0,0.0,0.0,7.0,12.0,13.0,12.0,4.0,0.0,0.0
0.0,0.0,4.0,14.0,11.0,0.0,0.0,0.0,0.0,3.0,15.0,15.0,16.0,9.0,0.0,0.0,0.0,8.0,13.0,0.0,3.0,15.0,1.0,0.0,0.0,8.0,12.0,0.0,0.0,8.0,6.0,0.0,0.0,8.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,5.0,13.0,1.0,0.0,8.0,8.0,0.0,0.0,2.0,15.0,14.0,12.0,15.0,6.0,0.0,0.0,0.0,5.0,16.0,15.0,8.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,3.0,0.0,0.0,5.0,11.0,15.0,16.0,16.0,0.0,0.0,0.0,4.0,15.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,15.0,2.0,0.0,1.0
0.0,0.0,3.0,14.0,16.0,14.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,9.0,12.0,15.0,16.0,10.0,0.0,0.0,4.0,16.0,16.0,16.0,11.0,3.0,0.0,0.0,0.0,4.0,9.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,1.0,0.0,0.0,0.0,7.0
0.0,0.0,0.0,10.0,15.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,15.0,6.0,0.0,0.0,0.0,10.0,16.0,14.0,16.0,14.0,2.0,0.0,0.0,1.0,9.0,15.0,16.0,11.0,0.0,6.0
0.0,2.0,13.0,15.0,10.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0,13.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,1.0,6.0,8.0,14.0,12.0,0.0,0.0,0.0,2.0,12.0,14.0,11.0,1.0,0.0,0.0,3.0
0.0,1.0,13.0,15.0,2.0,0.0,0.0,0.0,0.0,6.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,9.0,8.0,10.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,5.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,15.0,12.0,12.0,11.0,0.0,0.0,1.0,11.0,13.0,16.0,16.0,12.0,0.0,2.0
0.0,0.0,0.0,1.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,11.0,0.0,0.0,0.0,7.0,12.0,16.0,16.0,7.0,0.0,0.0,0.0,4.0,8.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,5.0,0.0,0.0,1.0
0.0,0.0,2.0,7.0,15.0,13.0,1.0,0.0,0.0,0.0,14.0,12.0,9.0,14.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,5.0,16.0,16.0,16.0,16.0,5.0,0.0,0.0,2.0,5.0,7.0,13.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,7.0
0.0,0.0,0.0,9.0,16.0,4.0,0.0,0.0,0.0,1.0,9.0,16.0,13.0,2.0,0.0,0.0,0.0,14.0,16.0,14.0,8.0,0.0,0.0,0.0,1.0,15.0,15.0,5.0,16.0,9.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,13.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,4.0
0.0,0.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,15.0,6.0,0.0,0.0,0.0,0.0,12.0,16.0,12.0,15.0,6.0,0.0,0.0,0.0,7.0,16.0,10.0,13.0,14.0,0.0,0.0,0.0,0.0,9.0,13.0,11.0,6.0,0.0,6.0
0.0,0.0,13.0,16.0,15.0,4.0,0.0,0.0,0.0,0.0,9.0,8.0,13.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,7.0,0.0,0.0,0.0,0.0,1.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,3.0,6.0,15.0,16.0,7.0,0.0,0.0,0.0,15.0,16.0,16.0,11.0,1.0,0.0,3.0
